Punk,Sex,Type,Skin,TypeSkin,Slots,Att1,Att2,Att3,Att4,Att5,Att6,Att7,TypeRare,AttCount,Att1,Att2,Att3,Att4,Att5,Att6,Att7,Min,Avg,Rank
5763,Guy,Male,Light,MaleLight,4,Luxurious Beard,Earring,Wild Hair,Classic Shades,(blank),(blank),(blank),60%,14.20%,2.86%,24.59%,4.47%,5.02%,,,,2.86%,9.24%,5577016500%
6444,Guy,Male,Albino,MaleAlbino,4,Mole,Normal Beard Black,Earring,Peak Spike,(blank),(blank),(blank),60%,14.20%,6.44%,2.89%,24.59%,3.03%,,,,2.89%,9.24%,5578526250%
9564,Guy,Male,Dark,MaleDark,4,Front Beard Dark,Earring,Frumpy Hair,Horned Rim Glasses,(blank),(blank),(blank),60%,14.20%,2.60%,24.59%,4.42%,5.35%,,,,2.60%,9.24%,5580036000%
5176,Guy,Male,Dark,MaleDark,4,Frown,Earring,Mohawk,Big Shades,(blank),(blank),(blank),60%,14.20%,2.61%,24.59%,4.41%,5.35%,,,,2.61%,9.24%,5580036000%
8992,Guy,Male,Dark,MaleDark,4,Handlebars,Earring,Mohawk,Big Shades,(blank),(blank),(blank),60%,14.20%,2.63%,24.59%,4.41%,5.35%,,,,2.63%,9.25%,5583055500%
6827,Guy,Male,Mid,MaleMid,4,Handlebars,Earring,Mohawk,Big Shades,(blank),(blank),(blank),60%,14.20%,2.63%,24.59%,4.41%,5.35%,,,,2.63%,9.25%,5583055500%
8965,Guy,Male,Mid,MaleMid,4,Luxurious Beard,Earring,Knitted Cap,Big Shades,(blank),(blank),(blank),60%,14.20%,2.86%,24.59%,4.19%,5.35%,,,,2.86%,9.25%,5584565250%
7709,Guy,Male,Dark,MaleDark,4,Mole,Silver Chain,Earring,Mohawk Thin,(blank),(blank),(blank),60%,14.20%,6.44%,1.56%,24.59%,4.41%,,,,1.56%,9.25%,5586075000%
9128,Guy,Male,Mid,MaleMid,4,Normal Beard,Earring,Wild Hair,Classic Shades,(blank),(blank),(blank),60%,14.20%,2.92%,24.59%,4.47%,5.02%,,,,2.92%,9.25%,5586075000%
4506,Guy,Male,Light,MaleLight,3,Front Beard,Earring,Beanie,(blank),(blank),(blank),(blank),60%,45.01%,2.73%,24.59%,0.44%,,,,,0.44%,9.25%,5588088000%
6195,Guy,Male,Mid,MaleMid,4,Goat,Earring,Crazy hair,Big Shades,(blank),(blank),(blank),60%,14.20%,2.95%,24.59%,4.14%,5.35%,,,,2.95%,9.26%,5590604250%
3933,Guy,Male,Dark,MaleDark,4,Shadow Beard,Earring,Wild Hair,Vape,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,4.47%,2.72%,,,,2.72%,9.26%,5592114000%
4483,Guy,Male,Mid,MaleMid,4,Shadow Beard,Earring,Fedora,Horned Rim Glasses,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,1.86%,5.35%,,,,1.86%,9.27%,5595133500%
6295,Guy,Male,Light,MaleLight,5,Normal Beard Black,Earring,Stringy Hair,Cigarette,Eye Patch,(blank),(blank),60%,1.66%,2.89%,24.59%,4.63%,9.61%,4.61%,,,2.89%,9.27%,5595737400%
2619,Guy,Male,Light,MaleLight,5,Front Beard Dark,Earring,Knitted Cap,Cigarette,Horned Rim Glasses,(blank),(blank),60%,1.66%,2.60%,24.59%,4.19%,9.61%,5.35%,,,2.60%,9.27%,5596945200%
6117,Guy,Male,Dark,MaleDark,4,Muttonchops,Earring,Knitted Cap,Regular Shades,(blank),(blank),(blank),60%,14.20%,3.03%,24.59%,4.19%,5.27%,,,,3.03%,9.27%,5598153000%
7483,Guy,Male,Dark,MaleDark,4,Earring,Messy Hair,Pipe,Nerd Glasses,(blank),(blank),(blank),60%,14.20%,24.59%,4.60%,3.17%,4.72%,,,,3.17%,9.27%,5598153000%
2642,Guy,Male,Dark,MaleDark,4,Front Beard,Earring,Frumpy Hair,Big Shades,(blank),(blank),(blank),60%,14.20%,2.73%,24.59%,4.42%,5.35%,,,,2.73%,9.27%,5599662750%
4007,Guy,Male,Light,MaleLight,4,Chinstrap,Earring,Frumpy Hair,Regular Shades,(blank),(blank),(blank),60%,14.20%,2.82%,24.59%,4.42%,5.27%,,,,2.82%,9.28%,5601172500%
9061,Guy,Male,Dark,MaleDark,4,Mustache,Earring,Mohawk Dark,Horned Rim Glasses,(blank),(blank),(blank),60%,14.20%,2.88%,24.59%,4.29%,5.35%,,,,2.88%,9.28%,5602682250%
9121,Guy,Male,Light,MaleLight,4,Shadow Beard,Earring,Cap Forward,Nerd Glasses,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,2.54%,4.72%,,,,2.54%,9.28%,5602682250%
5695,Guy,Male,Light,MaleLight,4,Normal Beard Black,Earring,Mohawk Dark,Big Shades,(blank),(blank),(blank),60%,14.20%,2.89%,24.59%,4.29%,5.35%,,,,2.89%,9.28%,5604192000%
7912,Guy,Male,Light,MaleLight,4,Normal Beard Black,Earring,Mohawk Dark,Horned Rim Glasses,(blank),(blank),(blank),60%,14.20%,2.89%,24.59%,4.29%,5.35%,,,,2.89%,9.28%,5604192000%
893,Girl,Female,Albino,FemaleAlbino,2,Earring,Messy Hair,(blank),(blank),(blank),(blank),(blank),38%,35.60%,24.59%,4.60%,,,,,,4.60%,14.60%,5604480000%
2850,Girl,Female,Dark,FemaleDark,2,Earring,Messy Hair,(blank),(blank),(blank),(blank),(blank),38%,35.60%,24.59%,4.60%,,,,,,4.60%,14.60%,5604480000%
341,Girl,Female,Light,FemaleLight,2,Earring,Messy Hair,(blank),(blank),(blank),(blank),(blank),38%,35.60%,24.59%,4.60%,,,,,,4.60%,14.60%,5604480000%
984,Girl,Female,Mid,FemaleMid,2,Earring,Messy Hair,(blank),(blank),(blank),(blank),(blank),38%,35.60%,24.59%,4.60%,,,,,,4.60%,14.60%,5604480000%
2469,Guy,Male,Mid,MaleMid,4,Smile,Earring,Bandana,Horned Rim Glasses,(blank),(blank),(blank),60%,14.20%,2.38%,24.59%,4.81%,5.35%,,,,2.38%,9.28%,5605701750%
310,Guy,Male,Dark,MaleDark,4,Earring,Bandana,Vape,Classic Shades,(blank),(blank),(blank),60%,14.20%,24.59%,4.81%,2.72%,5.02%,,,,2.72%,9.29%,5607211500%
3469,Guy,Male,Albino,MaleAlbino,4,Shadow Beard,Earring,Police Cap,Regular Shades,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,2.03%,5.27%,,,,2.03%,9.29%,5608721250%
9026,Guy,Male,Mid,MaleMid,4,Front Beard,Earring,Bandana,Classic Shades,(blank),(blank),(blank),60%,14.20%,2.73%,24.59%,4.81%,5.02%,,,,2.73%,9.29%,5608721250%
5133,Guy,Male,Mid,MaleMid,4,Normal Beard,Earring,Mohawk Dark,Big Shades,(blank),(blank),(blank),60%,14.20%,2.92%,24.59%,4.29%,5.35%,,,,2.92%,9.29%,5608721250%
3504,Guy,Male,Mid,MaleMid,4,Chinstrap,Earring,Wild Hair,Regular Shades,(blank),(blank),(blank),60%,14.20%,2.82%,24.59%,4.47%,5.27%,,,,2.82%,9.29%,5608721250%
9142,Guy,Male,Dark,MaleDark,4,Goat,Earring,Messy Hair,Classic Shades,(blank),(blank),(blank),60%,14.20%,2.95%,24.59%,4.60%,5.02%,,,,2.95%,9.29%,5610231000%
377,Guy,Male,Albino,MaleAlbino,5,Normal Beard,Earring,Headband,Cigarette,Regular Shades,(blank),(blank),60%,1.66%,2.92%,24.59%,4.06%,9.61%,5.27%,,,2.92%,9.29%,5610231000%
1011,Girl,Female,Albino,FemaleAlbino,2,Earring,Stringy Hair,(blank),(blank),(blank),(blank),(blank),38%,35.60%,24.59%,4.63%,,,,,,4.63%,14.61%,5610240000%
2821,Girl,Female,Dark,FemaleDark,2,Earring,Stringy Hair,(blank),(blank),(blank),(blank),(blank),38%,35.60%,24.59%,4.63%,,,,,,4.63%,14.61%,5610240000%
4306,Girl,Female,Light,FemaleLight,2,Earring,Stringy Hair,(blank),(blank),(blank),(blank),(blank),38%,35.60%,24.59%,4.63%,,,,,,4.63%,14.61%,5610240000%
1713,Girl,Female,Mid,FemaleMid,2,Earring,Stringy Hair,(blank),(blank),(blank),(blank),(blank),38%,35.60%,24.59%,4.63%,,,,,,4.63%,14.61%,5610240000%
735,Guy,Male,Mid,MaleMid,4,Mole,Earring,Cowboy Hat,Nerd Glasses,(blank),(blank),(blank),60%,14.20%,6.44%,24.59%,1.42%,4.72%,,,,1.42%,9.29%,5611740750%
6218,Guy,Male,Light,MaleLight,4,Mole,Earring,Cowboy Hat,Nerd Glasses,(blank),(blank),(blank),60%,14.20%,6.44%,24.59%,1.42%,4.72%,,,,1.42%,9.29%,5611740750%
7290,Guy,Male,Light,MaleLight,4,Chinstrap,Earring,Mohawk,Horned Rim Glasses,(blank),(blank),(blank),60%,14.20%,2.82%,24.59%,4.41%,5.35%,,,,2.82%,9.29%,5611740750%
7139,Guy,Male,Mid,MaleMid,4,Shadow Beard,Earring,Wild Hair,3D Glasses,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,4.47%,2.86%,,,,2.86%,9.30%,5613250500%
8785,Guy,Male,Dark,MaleDark,3,Luxurious Beard,Earring,Beanie,(blank),(blank),(blank),(blank),60%,45.01%,2.86%,24.59%,0.44%,,,,,0.44%,9.30%,5614257000%
7996,Guy,Male,Light,MaleLight,3,Luxurious Beard,Earring,Beanie,(blank),(blank),(blank),(blank),60%,45.01%,2.86%,24.59%,0.44%,,,,,0.44%,9.30%,5614257000%
433,Guy,Male,Mid,MaleMid,4,Normal Beard,Earring,Mohawk Thin,Regular Shades,(blank),(blank),(blank),60%,14.20%,2.92%,24.59%,4.41%,5.27%,,,,2.92%,9.30%,5614760250%
5145,Guy,Male,Dark,MaleDark,4,Normal Beard,Earring,Frumpy Hair,Regular Shades,(blank),(blank),(blank),60%,14.20%,2.92%,24.59%,4.42%,5.27%,,,,2.92%,9.30%,5616270000%
3506,Guy,Male,Dark,MaleDark,4,Shadow Beard,Earring,Headband,VR,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,4.06%,3.32%,,,,3.32%,9.31%,5620799250%
7489,Guy,Male,Light,MaleLight,4,Muttonchops,Earring,Messy Hair,Classic Shades,(blank),(blank),(blank),60%,14.20%,3.03%,24.59%,4.60%,5.02%,,,,3.03%,9.31%,5622309000%
4440,Guy,Male,Mid,MaleMid,4,Earring,Crazy hair,Pipe,Big Shades,(blank),(blank),(blank),60%,14.20%,24.59%,4.14%,3.17%,5.35%,,,,3.17%,9.31%,5623818750%
7261,Guy,Male,Mid,MaleMid,3,Normal Beard,Earring,Beanie,(blank),(blank),(blank),(blank),60%,45.01%,2.92%,24.59%,0.44%,,,,,0.44%,9.32%,5626335000%
2737,Guy,Male,Mid,MaleMid,4,Luxurious Beard,Earring,Wild Hair,Big Shades,(blank),(blank),(blank),60%,14.20%,2.86%,24.59%,4.47%,5.35%,,,,2.86%,9.32%,5626838250%
8866,Guy,Male,Mid,MaleMid,4,Luxurious Beard,Earring,Wild Hair,Horned Rim Glasses,(blank),(blank),(blank),60%,14.20%,2.86%,24.59%,4.47%,5.35%,,,,2.86%,9.32%,5626838250%
6995,Guy,Male,Light,MaleLight,4,Earring,Stringy Hair,Vape,Horned Rim Glasses,(blank),(blank),(blank),60%,14.20%,24.59%,4.63%,2.72%,5.35%,,,,2.72%,9.32%,5629857750%
3280,Guy,Male,Mid,MaleMid,3,Earring,Purple Hair,Medical Mask,(blank),(blank),(blank),(blank),60%,45.01%,24.59%,1.65%,1.75%,,,,,1.65%,9.33%,5634387000%
3196,Guy,Male,Dark,MaleDark,5,Goat,Earring,Knitted Cap,Cigarette,Horned Rim Glasses,(blank),(blank),60%,1.66%,2.95%,24.59%,4.19%,9.61%,5.35%,,,2.95%,9.34%,5639218200%
4,Guy,Male,Mid,MaleMid,4,Goat,Earring,Wild Hair,Big Shades,(blank),(blank),(blank),60%,14.20%,2.95%,24.59%,4.47%,5.35%,,,,2.95%,9.34%,5640426000%
8446,Guy,Male,Mid,MaleMid,4,Goat,Earring,Bandana,Classic Shades,(blank),(blank),(blank),60%,14.20%,2.95%,24.59%,4.81%,5.02%,,,,2.95%,9.34%,5641935750%
9793,Guy,Male,Dark,MaleDark,4,Muttonchops,Earring,Mohawk Thin,Big Shades,(blank),(blank),(blank),60%,14.20%,3.03%,24.59%,4.41%,5.35%,,,,3.03%,9.35%,5643445500%
9728,Guy,Male,Mid,MaleMid,4,Muttonchops,Earring,Mohawk Thin,Big Shades,(blank),(blank),(blank),60%,14.20%,3.03%,24.59%,4.41%,5.35%,,,,3.03%,9.35%,5643445500%
5459,Guy,Male,Light,MaleLight,4,Muttonchops,Earring,Mohawk Thin,Big Shades,(blank),(blank),(blank),60%,14.20%,3.03%,24.59%,4.41%,5.35%,,,,3.03%,9.35%,5643445500%
2714,Girl,Female,Albino,FemaleAlbino,2,Earring,Bandana,(blank),(blank),(blank),(blank),(blank),38%,35.60%,24.59%,4.81%,,,,,,4.81%,14.70%,5644800000%
1855,Girl,Female,Dark,FemaleDark,2,Earring,Bandana,(blank),(blank),(blank),(blank),(blank),38%,35.60%,24.59%,4.81%,,,,,,4.81%,14.70%,5644800000%
2115,Girl,Female,Light,FemaleLight,2,Earring,Bandana,(blank),(blank),(blank),(blank),(blank),38%,35.60%,24.59%,4.81%,,,,,,4.81%,14.70%,5644800000%
419,Girl,Female,Mid,FemaleMid,2,Earring,Bandana,(blank),(blank),(blank),(blank),(blank),38%,35.60%,24.59%,4.81%,,,,,,4.81%,14.70%,5644800000%
3217,Guy,Male,Albino,MaleAlbino,4,Chinstrap,Earring,Stringy Hair,Big Shades,(blank),(blank),(blank),60%,14.20%,2.82%,24.59%,4.63%,5.35%,,,,2.82%,9.35%,5644955250%
2728,Guy,Male,Light,MaleLight,4,Chinstrap,Earring,Stringy Hair,Horned Rim Glasses,(blank),(blank),(blank),60%,14.20%,2.82%,24.59%,4.63%,5.35%,,,,2.82%,9.35%,5644955250%
6269,Guy,Male,Dark,MaleDark,4,Luxurious Beard,Earring,Messy Hair,Horned Rim Glasses,(blank),(blank),(blank),60%,14.20%,2.86%,24.59%,4.60%,5.35%,,,,2.86%,9.35%,5646465000%
4668,Guy,Male,Albino,MaleAlbino,4,Mole,Earring,Hoodie,Clown Eyes Green,(blank),(blank),(blank),60%,14.20%,6.44%,24.59%,2.59%,3.82%,,,,2.59%,9.36%,5652504000%
1932,Guy,Male,Mid,MaleMid,4,Muttonchops,Earring,Wild Hair,Big Shades,(blank),(blank),(blank),60%,14.20%,3.03%,24.59%,4.47%,5.35%,,,,3.03%,9.36%,5652504000%
9615,Guy,Male,Mid,MaleMid,3,Big Beard,Earring,Police Cap,(blank),(blank),(blank),(blank),60%,45.01%,1.46%,24.59%,2.03%,,,,,1.46%,9.36%,5652504000%
2866,Guy,Male,Albino,MaleAlbino,4,Muttonchops,Earring,Bandana,Classic Shades,(blank),(blank),(blank),60%,14.20%,3.03%,24.59%,4.81%,5.02%,,,,3.03%,9.36%,5654013750%
9421,Guy,Male,Light,MaleLight,4,Shadow Beard,Earring,Do-rag,Eye Patch,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,3.00%,4.61%,,,,3.00%,9.37%,5655523500%
995,Guy,Male,Mid,MaleMid,4,Front Beard,Earring,Bandana,Horned Rim Glasses,(blank),(blank),(blank),60%,14.20%,2.73%,24.59%,4.81%,5.35%,,,,2.73%,9.37%,5658543000%
2739,Guy,Male,Dark,MaleDark,4,Mole,Goat,Earring,Cap,(blank),(blank),(blank),60%,14.20%,6.44%,2.95%,24.59%,3.51%,,,,2.95%,9.37%,5660052750%
8554,Guy,Male,Light,MaleLight,3,Gold Chain,Earring,Fedora,(blank),(blank),(blank),(blank),60%,45.01%,1.69%,24.59%,1.86%,,,,,1.69%,9.38%,5664582000%
7271,Guy,Male,Light,MaleLight,4,Chinstrap,Earring,Bandana,Horned Rim Glasses,(blank),(blank),(blank),60%,14.20%,2.82%,24.59%,4.81%,5.35%,,,,2.82%,9.39%,5672130750%
3566,Guy,Male,Light,MaleLight,4,Shadow Beard,Earring,Do-rag,Nerd Glasses,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,3.00%,4.72%,,,,3.00%,9.39%,5672130750%
7896,Guy,Male,Light,MaleLight,4,Earring,Wild Hair,Pipe,Horned Rim Glasses,(blank),(blank),(blank),60%,14.20%,24.59%,4.47%,3.17%,5.35%,,,,3.17%,9.40%,5673640500%
2336,Guy,Male,Light,MaleLight,3,Earring,Clown Hair Green,Clown Nose,(blank),(blank),(blank),(blank),60%,45.01%,24.59%,1.48%,2.12%,,,,,1.48%,9.40%,5674647000%
6839,Guy,Male,Light,MaleLight,3,Earring,Fedora,Medical Mask,(blank),(blank),(blank),(blank),60%,45.01%,24.59%,1.86%,1.75%,,,,,1.75%,9.40%,5676660000%
9180,Guy,Male,Mid,MaleMid,4,Luxurious Beard,Earring,Bandana,Big Shades,(blank),(blank),(blank),60%,14.20%,2.86%,24.59%,4.81%,5.35%,,,,2.86%,9.40%,5678169750%
7154,Guy,Male,Dark,MaleDark,4,Shadow Beard,Earring,Hoodie,Regular Shades,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,2.59%,5.27%,,,,2.59%,9.43%,5693267250%
4210,Guy,Male,Dark,MaleDark,4,Shadow Beard,Earring,Cap Forward,Big Shades,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,2.54%,5.35%,,,,2.54%,9.44%,5697796500%
4240,Guy,Male,Albino,MaleAlbino,3,Buck Teeth,Goat,Earring,(blank),(blank),(blank),(blank),60%,45.01%,0.78%,2.95%,24.59%,,,,,0.78%,9.44%,5700816000%
5547,Guy,Male,Albino,MaleAlbino,4,Mole,Front Beard Dark,Earring,Crazy hair,(blank),(blank),(blank),60%,14.20%,6.44%,2.60%,24.59%,4.14%,,,,2.60%,9.44%,5702325750%
7393,Guy,Male,Dark,MaleDark,4,Shadow Beard,Earring,Messy Hair,VR,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,4.60%,3.32%,,,,3.32%,9.44%,5702325750%
5912,Guy,Male,Dark,MaleDark,4,Muttonchops,Earring,Bandana,Big Shades,(blank),(blank),(blank),60%,14.20%,3.03%,24.59%,4.81%,5.35%,,,,3.03%,9.45%,5703835500%
6622,Guy,Male,Mid,MaleMid,3,Buck Teeth,Earring,Shaved Head,(blank),(blank),(blank),(blank),60%,45.01%,0.78%,24.59%,3.00%,,,,,0.78%,9.46%,5710881000%
1507,Guy,Male,Dark,MaleDark,3,Smile,Earring,Cowboy Hat,(blank),(blank),(blank),(blank),60%,45.01%,2.38%,24.59%,1.42%,,,,,1.42%,9.46%,5714907000%
4724,Guy,Male,Mid,MaleMid,3,Spots,Earring,Hoodie,(blank),(blank),(blank),(blank),60%,45.01%,1.24%,24.59%,2.59%,,,,,1.24%,9.47%,5720946000%
791,Guy,Male,Dark,MaleDark,4,Shadow Beard,Earring,Mohawk Dark,Small Shades,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,4.29%,3.78%,,,,3.78%,9.48%,5724972000%
2632,Guy,Male,Albino,MaleAlbino,4,Frown,Mole,Earring,Mohawk Dark,(blank),(blank),(blank),60%,14.20%,2.61%,6.44%,24.59%,4.29%,,,,2.61%,9.48%,5726481750%
9704,Guy,Male,Mid,MaleMid,4,Shadow Beard,Earring,Mohawk Dark,Clown Eyes Green,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,4.29%,3.82%,,,,3.82%,9.49%,5731011000%
5509,Guy,Male,Dark,MaleDark,4,Buck Teeth,Earring,Shaved Head,Cigarette,(blank),(blank),(blank),60%,14.20%,0.78%,24.59%,3.00%,9.61%,,,,0.78%,9.50%,5734030500%
6823,Girl,Female,Light,FemaleLight,2,Earring,Horned Rim Glasses,(blank),(blank),(blank),(blank),(blank),38%,35.60%,24.59%,5.35%,,,,,,5.35%,14.97%,5748480000%
480,Guy,Male,Mid,MaleMid,3,Chinstrap,Earring,Top Hat,(blank),(blank),(blank),(blank),60%,45.01%,2.82%,24.59%,1.15%,,,,,1.15%,9.52%,5749128000%
5080,Guy,Male,Light,MaleLight,4,Shadow Beard,Earring,Wild Hair,Small Shades,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,4.47%,3.78%,,,,3.78%,9.53%,5752147500%
9860,Guy,Male,Light,MaleLight,4,Shadow Beard,Earring,Shaved Head,Regular Shades,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,3.00%,5.27%,,,,3.00%,9.53%,5755167000%
2539,Guy,Male,Light,MaleLight,3,Big Beard,Earring,Cap Forward,(blank),(blank),(blank),(blank),60%,45.01%,1.46%,24.59%,2.54%,,,,,1.46%,9.53%,5755167000%
3491,Guy,Male,Light,MaleLight,5,Mole,Mustache,Earring,Crazy hair,Cigarette,(blank),(blank),60%,1.66%,6.44%,2.88%,24.59%,4.14%,9.61%,,,2.88%,9.53%,5756374800%
9915,Guy,Male,Mid,MaleMid,4,Mole,Earring,Knitted Cap,Eye Mask,(blank),(blank),(blank),60%,14.20%,6.44%,24.59%,4.19%,2.93%,,,,2.93%,9.54%,5759696250%
1782,Guy,Male,Dark,MaleDark,3,Handlebars,Earring,Cowboy Hat,(blank),(blank),(blank),(blank),60%,45.01%,2.63%,24.59%,1.42%,,,,,1.42%,9.55%,5765232000%
8017,Guy,Male,Light,MaleLight,3,Earring,Top Hat,Eye Mask,(blank),(blank),(blank),(blank),60%,45.01%,24.59%,1.15%,2.93%,,,,,1.15%,9.56%,5771271000%
6126,Guy,Male,Dark,MaleDark,4,Shadow Beard,Earring,Messy Hair,Small Shades,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,4.60%,3.78%,,,,3.78%,9.56%,5771774250%
4425,Guy,Male,Mid,MaleMid,4,Shadow Beard,Earring,Peak Spike,Big Shades,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,3.03%,5.35%,,,,3.03%,9.56%,5771774250%
7917,Guy,Male,Dark,MaleDark,4,Smile,Earring,Purple Hair,Cigarette,(blank),(blank),(blank),60%,14.20%,2.38%,24.59%,1.65%,9.61%,,,,1.65%,9.56%,5771774250%
7576,Guy,Male,Light,MaleLight,4,Mole,Earring,Fedora,Horned Rim Glasses,(blank),(blank),(blank),60%,14.20%,6.44%,24.59%,1.86%,5.35%,,,,1.86%,9.56%,5773284000%
5430,Guy,Male,Dark,MaleDark,3,Spots,Luxurious Beard,Earring,(blank),(blank),(blank),(blank),60%,45.01%,1.24%,2.86%,24.59%,,,,,1.24%,9.56%,5775297000%
7538,Guy,Male,Light,MaleLight,4,Shadow Beard,Earring,Stringy Hair,Small Shades,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,4.63%,3.78%,,,,3.78%,9.57%,5776303500%
3296,Guy,Male,Mid,MaleMid,5,Mole,Chinstrap,Earring,Frumpy Hair,Cigarette,(blank),(blank),60%,1.66%,6.44%,2.82%,24.59%,4.42%,9.61%,,,2.82%,9.58%,5782946400%
8410,Guy,Male,Dark,MaleDark,3,Front Beard,Earring,Cowboy Hat,(blank),(blank),(blank),(blank),60%,45.01%,2.73%,24.59%,1.42%,,,,,1.42%,9.58%,5785362000%
3968,Guy,Male,Mid,MaleMid,4,Shadow Beard,Earring,Stringy Hair,Clown Eyes Blue,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,4.63%,3.84%,,,,3.84%,9.58%,5785362000%
5735,Guy,Male,Mid,MaleMid,3,Silver Chain,Earring,Hoodie,(blank),(blank),(blank),(blank),60%,45.01%,1.56%,24.59%,2.59%,,,,,1.56%,9.58%,5785362000%
1921,Guy,Male,Light,MaleLight,4,Mole,Earring,Cap,Clown Eyes Green,(blank),(blank),(blank),60%,14.20%,6.44%,24.59%,3.51%,3.82%,,,,3.51%,9.59%,5791401000%
6318,Guy,Male,Light,MaleLight,4,Mole,Earring,Mohawk,Eye Mask,(blank),(blank),(blank),60%,14.20%,6.44%,24.59%,4.41%,2.93%,,,,2.93%,9.59%,5792910750%
9887,Guy,Male,Dark,MaleDark,4,Mole,Goat,Earring,Mohawk Thin,(blank),(blank),(blank),60%,14.20%,6.44%,2.95%,24.59%,4.41%,,,,2.95%,9.60%,5795930250%
3281,Guy,Male,Dark,MaleDark,3,Earring,Beanie,Small Shades,(blank),(blank),(blank),(blank),60%,45.01%,24.59%,0.44%,3.78%,,,,,0.44%,9.60%,5799453000%
265,Guy,Male,Dark,MaleDark,3,Gold Chain,Earring,Cap Forward,(blank),(blank),(blank),(blank),60%,45.01%,1.69%,24.59%,2.54%,,,,,1.69%,9.61%,5801466000%
9863,Guy,Male,Dark,MaleDark,1,Cigarette,(blank),(blank),(blank),(blank),(blank),(blank),60%,3.33%,9.61%,,,,,,,9.61%,9.61%,5803479000%
7858,Guy,Male,Mid,MaleMid,1,Cigarette,(blank),(blank),(blank),(blank),(blank),(blank),60%,3.33%,9.61%,,,,,,,9.61%,9.61%,5803479000%
5334,Guy,Male,Mid,MaleMid,4,Mole,Goat,Earring,Wild Hair,(blank),(blank),(blank),60%,14.20%,6.44%,2.95%,24.59%,4.47%,,,,2.95%,9.61%,5804988750%
8312,Guy,Male,Dark,MaleDark,3,Frown,Earring,Purple Hair,(blank),(blank),(blank),(blank),60%,45.01%,2.61%,24.59%,1.65%,,,,,1.65%,9.62%,5807505000%
3657,Guy,Male,Mid,MaleMid,3,Luxurious Beard,Earring,Cowboy Hat,(blank),(blank),(blank),(blank),60%,45.01%,2.86%,24.59%,1.42%,,,,,1.42%,9.62%,5811531000%
7948,Guy,Male,Mid,MaleMid,3,Handlebars,Earring,Purple Hair,(blank),(blank),(blank),(blank),60%,45.01%,2.63%,24.59%,1.65%,,,,,1.65%,9.62%,5811531000%
1798,Guy,Male,Mid,MaleMid,3,Earring,Cap Forward,Medical Mask,(blank),(blank),(blank),(blank),60%,45.01%,24.59%,2.54%,1.75%,,,,,1.75%,9.63%,5813544000%
7026,Guy,Male,Mid,MaleMid,3,Mustache,Earring,Cowboy Hat,(blank),(blank),(blank),(blank),60%,45.01%,2.88%,24.59%,1.42%,,,,,1.42%,9.63%,5815557000%
4336,Guy,Male,Light,MaleLight,3,Mustache,Earring,Cowboy Hat,(blank),(blank),(blank),(blank),60%,45.01%,2.88%,24.59%,1.42%,,,,,1.42%,9.63%,5815557000%
4973,Guy,Male,Dark,MaleDark,4,Mole,Front Beard,Earring,Bandana,(blank),(blank),(blank),60%,14.20%,6.44%,2.73%,24.59%,4.81%,,,,2.73%,9.64%,5823105750%
8368,Guy,Male,Albino,MaleAlbino,3,Earring,Clown Hair Green,3D Glasses,(blank),(blank),(blank),(blank),60%,45.01%,24.59%,1.48%,2.86%,,,,,1.48%,9.64%,5823609000%
5359,Guy,Male,Mid,MaleMid,3,Luxurious Beard,Earring,Clown Hair Green,(blank),(blank),(blank),(blank),60%,45.01%,2.86%,24.59%,1.48%,,,,,1.48%,9.64%,5823609000%
7374,Guy,Male,Light,MaleLight,3,Normal Beard,Earring,Cowboy Hat,(blank),(blank),(blank),(blank),60%,45.01%,2.92%,24.59%,1.42%,,,,,1.42%,9.64%,5823609000%
5923,Guy,Male,Mid,MaleMid,3,Earring,Cowboy Hat,Eye Mask,(blank),(blank),(blank),(blank),60%,45.01%,24.59%,1.42%,2.93%,,,,,1.42%,9.65%,5825622000%
5726,Guy,Male,Dark,MaleDark,3,Mustache,Earring,Clown Hair Green,(blank),(blank),(blank),(blank),60%,45.01%,2.88%,24.59%,1.48%,,,,,1.48%,9.65%,5827635000%
4295,Guy,Male,Light,MaleLight,3,Normal Beard Black,Earring,Vampire Hair,(blank),(blank),(blank),(blank),60%,45.01%,2.89%,24.59%,1.47%,,,,,1.47%,9.65%,5827635000%
