Punk,Sex,Type,Skin,TypeSkin,Slots,Att1,Att2,Att3,Att4,Att5,Att6,Att7,TypeRare,AttCount,Att1,Att2,Att3,Att4,Att5,Att6,Att7,Min,Avg,Rank
7848,Guy,Male,Light,MaleLight,3,Mustache,Earring,Clown Hair Green,(blank),(blank),(blank),(blank),60%,45.01%,2.88%,24.59%,1.48%,,,,,1.48%,9.65%,5827635000%
6010,Guy,Male,Light,MaleLight,3,Earring,Purple Hair,Vape,(blank),(blank),(blank),(blank),60%,45.01%,24.59%,1.65%,2.72%,,,,,1.65%,9.65%,5829648000%
8050,Guy,Male,Light,MaleLight,4,Shadow Beard,Earring,Headband,Nerd Glasses,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,4.06%,4.72%,,,,4.06%,9.66%,5832164250%
786,Guy,Male,Light,MaleLight,3,Normal Beard,Earring,Vampire Hair,(blank),(blank),(blank),(blank),60%,45.01%,2.92%,24.59%,1.47%,,,,,1.47%,9.66%,5833674000%
2124,Guy,Male,Dark,MaleDark,4,Mole,Earring,Peak Spike,Eye Patch,(blank),(blank),(blank),60%,14.20%,6.44%,24.59%,3.03%,4.61%,,,,3.03%,9.67%,5838203250%
9143,Guy,Male,Dark,MaleDark,3,Goat,Earring,Vampire Hair,(blank),(blank),(blank),(blank),60%,45.01%,2.95%,24.59%,1.47%,,,,,1.47%,9.67%,5839713000%
8139,Guy,Male,Light,MaleLight,3,Goat,Earring,Vampire Hair,(blank),(blank),(blank),(blank),60%,45.01%,2.95%,24.59%,1.47%,,,,,1.47%,9.67%,5839713000%
7592,Guy,Male,Mid,MaleMid,3,Muttonchops,Earring,Cowboy Hat,(blank),(blank),(blank),(blank),60%,45.01%,3.03%,24.59%,1.42%,,,,,1.42%,9.68%,5845752000%
4725,Guy,Male,Dark,MaleDark,3,Big Beard,Earring,Shaved Head,(blank),(blank),(blank),(blank),60%,45.01%,1.46%,24.59%,3.00%,,,,,1.46%,9.68%,5847765000%
3154,Guy,Male,Mid,MaleMid,3,Big Beard,Earring,Do-rag,(blank),(blank),(blank),(blank),60%,45.01%,1.46%,24.59%,3.00%,,,,,1.46%,9.68%,5847765000%
5065,Guy,Male,Mid,MaleMid,3,Front Beard Dark,Earring,Fedora,(blank),(blank),(blank),(blank),60%,45.01%,2.60%,24.59%,1.86%,,,,,1.86%,9.68%,5847765000%
7318,Guy,Male,Light,MaleLight,3,Front Beard Dark,Earring,Fedora,(blank),(blank),(blank),(blank),60%,45.01%,2.60%,24.59%,1.86%,,,,,1.86%,9.68%,5847765000%
5458,Guy,Male,Dark,MaleDark,4,Mole,Earring,Do-rag,Nerd Glasses,(blank),(blank),(blank),60%,14.20%,6.44%,24.59%,3.00%,4.72%,,,,3.00%,9.69%,5850281250%
52,Guy,Male,Dark,MaleDark,4,Shadow Beard,Earring,Knitted Cap,Nerd Glasses,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,4.19%,4.72%,,,,4.19%,9.69%,5851791000%
8660,Guy,Male,Mid,MaleMid,3,Front Beard,Earring,Medical Mask,(blank),(blank),(blank),(blank),60%,45.01%,2.73%,24.59%,1.75%,,,,,1.75%,9.69%,5851791000%
9538,Guy,Male,Albino,MaleAlbino,3,Handlebars,Earring,Fedora,(blank),(blank),(blank),(blank),60%,45.01%,2.63%,24.59%,1.86%,,,,,1.86%,9.69%,5853804000%
973,Guy,Male,Dark,MaleDark,3,Big Beard,Earring,Peak Spike,(blank),(blank),(blank),(blank),60%,45.01%,1.46%,24.59%,3.03%,,,,,1.46%,9.69%,5853804000%
109,Guy,Male,Dark,MaleDark,3,Handlebars,Earring,Fedora,(blank),(blank),(blank),(blank),60%,45.01%,2.63%,24.59%,1.86%,,,,,1.86%,9.69%,5853804000%
2474,Guy,Male,Light,MaleLight,4,Mole,Earring,Peak Spike,Nerd Glasses,(blank),(blank),(blank),60%,14.20%,6.44%,24.59%,3.03%,4.72%,,,,3.03%,9.70%,5854810500%
1938,Guy,Male,Dark,MaleDark,3,Muttonchops,Earring,Vampire Hair,(blank),(blank),(blank),(blank),60%,45.01%,3.03%,24.59%,1.47%,,,,,1.47%,9.70%,5855817000%
5874,Guy,Male,Light,MaleLight,3,Earring,Purple Hair,3D Glasses,(blank),(blank),(blank),(blank),60%,45.01%,24.59%,1.65%,2.86%,,,,,1.65%,9.70%,5857830000%
6012,Guy,Male,Light,MaleLight,4,Mole,Earring,Wild Hair,VR,(blank),(blank),(blank),60%,14.20%,6.44%,24.59%,4.47%,3.32%,,,,3.32%,9.71%,5860849500%
754,Guy,Male,Light,MaleLight,4,Shadow Beard,Earring,Mohawk Dark,Nerd Glasses,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,4.29%,4.72%,,,,4.29%,9.72%,5866888500%
7783,Guy,Male,Dark,MaleDark,3,Silver Chain,Earring,Shaved Head,(blank),(blank),(blank),(blank),60%,45.01%,1.56%,24.59%,3.00%,,,,,1.56%,9.72%,5867895000%
1262,Guy,Male,Mid,MaleMid,3,Normal Beard,Earring,Purple Hair,(blank),(blank),(blank),(blank),60%,45.01%,2.92%,24.59%,1.65%,,,,,1.65%,9.72%,5869908000%
9189,Guy,Male,Dark,MaleDark,3,Front Beard,Earring,Fedora,(blank),(blank),(blank),(blank),60%,45.01%,2.73%,24.59%,1.86%,,,,,1.86%,9.73%,5873934000%
1192,Guy,Male,Albino,MaleAlbino,3,Goat,Earring,Purple Hair,(blank),(blank),(blank),(blank),60%,45.01%,2.95%,24.59%,1.65%,,,,,1.65%,9.73%,5875947000%
2574,Guy,Male,Dark,MaleDark,3,Goat,Earring,Purple Hair,(blank),(blank),(blank),(blank),60%,45.01%,2.95%,24.59%,1.65%,,,,,1.65%,9.73%,5875947000%
2058,Guy,Male,Mid,MaleMid,3,Goat,Earring,Purple Hair,(blank),(blank),(blank),(blank),60%,45.01%,2.95%,24.59%,1.65%,,,,,1.65%,9.73%,5875947000%
243,Guy,Male,Light,MaleLight,4,Front Beard,Earring,Police Cap,Cigarette,(blank),(blank),(blank),60%,14.20%,2.73%,24.59%,2.03%,9.61%,,,,2.03%,9.74%,5881986000%
6599,Guy,Male,Dark,MaleDark,3,Handlebars,Earring,Police Cap,(blank),(blank),(blank),(blank),60%,45.01%,2.63%,24.59%,2.03%,,,,,2.03%,9.75%,5888025000%
2854,Guy,Male,Mid,MaleMid,3,Handlebars,Earring,Police Cap,(blank),(blank),(blank),(blank),60%,45.01%,2.63%,24.59%,2.03%,,,,,2.03%,9.75%,5888025000%
1135,Guy,Male,Light,MaleLight,3,Gold Chain,Earring,Shaved Head,(blank),(blank),(blank),(blank),60%,45.01%,1.69%,24.59%,3.00%,,,,,1.69%,9.76%,5894064000%
9287,Guy,Male,Dark,MaleDark,4,Shadow Beard,Earring,Messy Hair,Eye Patch,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,4.60%,4.61%,,,,4.60%,9.77%,5897083500%
369,Guy,Male,Light,MaleLight,3,Luxurious Beard,Earring,Fedora,(blank),(blank),(blank),(blank),60%,45.01%,2.86%,24.59%,1.86%,,,,,1.86%,9.77%,5900103000%
9157,Guy,Male,Dark,MaleDark,4,Shadow Beard,Earring,Stringy Hair,Eye Patch,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,4.63%,4.61%,,,,4.61%,9.77%,5901612750%
7391,Girl,Female,Dark,FemaleDark,2,Black Lipstick,Earring,(blank),(blank),(blank),(blank),(blank),38%,35.60%,6.17%,24.59%,,,,,,6.17%,15.38%,5905920000%
3126,Girl,Female,Light,FemaleLight,2,Black Lipstick,Earring,(blank),(blank),(blank),(blank),(blank),38%,35.60%,6.17%,24.59%,,,,,,6.17%,15.38%,5905920000%
7766,Guy,Male,Dark,MaleDark,3,Normal Beard Black,Earring,Fedora,(blank),(blank),(blank),(blank),60%,45.01%,2.89%,24.59%,1.86%,,,,,1.86%,9.78%,5906142000%
8014,Guy,Male,Mid,MaleMid,3,Front Beard,Earring,Police Cap,(blank),(blank),(blank),(blank),60%,45.01%,2.73%,24.59%,2.03%,,,,,2.03%,9.78%,5908155000%
1948,Guy,Male,Light,MaleLight,4,Shadow Beard,Earring,Mohawk Dark,Classic Shades,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,4.29%,5.02%,,,,4.29%,9.79%,5912181000%
902,Guy,Male,Dark,MaleDark,4,Shadow Beard,Earring,Messy Hair,Nerd Glasses,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,4.60%,4.72%,,,,4.60%,9.79%,5913690750%
9378,Guy,Male,Mid,MaleMid,5,Mole,Earring,Shaved Head,Cigarette,Big Shades,(blank),(blank),60%,1.66%,6.44%,24.59%,3.00%,9.61%,5.35%,,,3.00%,9.80%,5917012200%
9416,Guy,Male,Albino,MaleAlbino,3,Goat,Earring,Fedora,(blank),(blank),(blank),(blank),60%,45.01%,2.95%,24.59%,1.86%,,,,,1.86%,9.80%,5918220000%
8226,Guy,Male,Mid,MaleMid,3,Goat,Earring,Fedora,(blank),(blank),(blank),(blank),60%,45.01%,2.95%,24.59%,1.86%,,,,,1.86%,9.80%,5918220000%
1649,Guy,Male,Albino,MaleAlbino,4,Shadow Beard,Earring,Crazy hair,Regular Shades,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,4.14%,5.27%,,,,4.14%,9.82%,5927278500%
788,Guy,Male,Light,MaleLight,4,Mole,Earring,Mohawk Thin,Clown Eyes Green,(blank),(blank),(blank),60%,14.20%,6.44%,24.59%,4.41%,3.82%,,,,3.82%,9.82%,5927278500%
9525,Guy,Male,Mid,MaleMid,4,Shadow Beard,Earring,Bandana,Eye Patch,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,4.81%,4.61%,,,,4.61%,9.82%,5928788250%
5016,Guy,Male,Albino,MaleAlbino,4,Mole,Earring,Do-rag,Regular Shades,(blank),(blank),(blank),60%,14.20%,6.44%,24.59%,3.00%,5.27%,,,,3.00%,9.83%,5933317500%
6044,Guy,Male,Mid,MaleMid,4,Mole,Earring,Shaved Head,Regular Shades,(blank),(blank),(blank),60%,14.20%,6.44%,24.59%,3.00%,5.27%,,,,3.00%,9.83%,5933317500%
1732,Guy,Male,Dark,MaleDark,3,Earring,Police Cap,3D Glasses,(blank),(blank),(blank),(blank),60%,45.01%,24.59%,2.03%,2.86%,,,,,2.03%,9.83%,5934324000%
7547,Guy,Male,Dark,MaleDark,3,Luxurious Beard,Earring,Police Cap,(blank),(blank),(blank),(blank),60%,45.01%,2.86%,24.59%,2.03%,,,,,2.03%,9.83%,5934324000%
4307,Guy,Male,Mid,MaleMid,4,Shadow Beard,Earring,Knitted Cap,Regular Shades,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,4.19%,5.27%,,,,4.19%,9.83%,5934827250%
7795,Guy,Male,Mid,MaleMid,3,Normal Beard Black,Earring,Police Cap,(blank),(blank),(blank),(blank),60%,45.01%,2.89%,24.59%,2.03%,,,,,2.03%,9.84%,5940363000%
3444,Guy,Male,Light,MaleLight,3,Smile,Earring,Cap Forward,(blank),(blank),(blank),(blank),60%,45.01%,2.38%,24.59%,2.54%,,,,,2.38%,9.84%,5940363000%
3800,Guy,Male,Dark,MaleDark,3,Earring,Top Hat,Small Shades,(blank),(blank),(blank),(blank),60%,45.01%,24.59%,1.15%,3.78%,,,,,1.15%,9.84%,5942376000%
7223,Guy,Male,Light,MaleLight,3,Earring,Top Hat,Small Shades,(blank),(blank),(blank),(blank),60%,45.01%,24.59%,1.15%,3.78%,,,,,1.15%,9.84%,5942376000%
2342,Guy,Male,Light,MaleLight,4,Mole,Earring,Shaved Head,Big Shades,(blank),(blank),(blank),60%,14.20%,6.44%,24.59%,3.00%,5.35%,,,,3.00%,9.85%,5945395500%
2009,Guy,Male,Dark,MaleDark,3,Normal Beard,Earring,Police Cap,(blank),(blank),(blank),(blank),60%,45.01%,2.92%,24.59%,2.03%,,,,,2.03%,9.85%,5946402000%
3097,Guy,Male,Mid,MaleMid,3,Normal Beard,Earring,Police Cap,(blank),(blank),(blank),(blank),60%,45.01%,2.92%,24.59%,2.03%,,,,,2.03%,9.85%,5946402000%
3352,Guy,Male,Dark,MaleDark,4,Shadow Beard,Earring,Mohawk Dark,Regular Shades,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,4.29%,5.27%,,,,4.29%,9.85%,5949924750%
8369,Guy,Male,Dark,MaleDark,3,Smile,Earring,Hoodie,(blank),(blank),(blank),(blank),60%,45.01%,2.38%,24.59%,2.59%,,,,,2.38%,9.85%,5950428000%
7831,Guy,Male,Albino,MaleAlbino,3,Earring,Purple Hair,VR,(blank),(blank),(blank),(blank),60%,45.01%,24.59%,1.65%,3.32%,,,,,1.65%,9.85%,5950428000%
2501,Guy,Male,Mid,MaleMid,3,Muttonchops,Earring,Police Cap,(blank),(blank),(blank),(blank),60%,45.01%,3.03%,24.59%,2.03%,,,,,2.03%,9.88%,5968545000%
7723,Guy,Male,Light,MaleLight,3,Muttonchops,Earring,Police Cap,(blank),(blank),(blank),(blank),60%,45.01%,3.03%,24.59%,2.03%,,,,,2.03%,9.88%,5968545000%
2236,Guy,Male,Dark,MaleDark,4,Shadow Beard,Earring,Wild Hair,Regular Shades,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,4.47%,5.27%,,,,4.47%,9.90%,5977100250%
150,Girl,Female,Mid,FemaleMid,2,Purple Lipstick,Earring,(blank),(blank),(blank),(blank),(blank),38%,35.60%,6.55%,24.59%,,,,,,6.55%,15.57%,5978880000%
5892,Guy,Male,Dark,MaleDark,4,Shadow Beard,Earring,Mohawk Thin,Horned Rim Glasses,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,4.41%,5.35%,,,,4.41%,9.90%,5980119750%
1366,Guy,Male,Albino,MaleAlbino,4,Shadow Beard,Earring,Frumpy Hair,Horned Rim Glasses,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,4.42%,5.35%,,,,4.42%,9.91%,5981629500%
9382,Guy,Male,Mid,MaleMid,4,Earring,Purple Hair,Cigarette,Small Shades,(blank),(blank),(blank),60%,14.20%,24.59%,1.65%,9.61%,3.78%,,,,1.65%,9.91%,5983139250%
2188,Guy,Male,Dark,MaleDark,3,Front Beard Dark,Earring,Cap Forward,(blank),(blank),(blank),(blank),60%,45.01%,2.60%,24.59%,2.54%,,,,,2.54%,9.91%,5984649000%
1853,Guy,Male,Mid,MaleMid,3,Front Beard Dark,Earring,Cap Forward,(blank),(blank),(blank),(blank),60%,45.01%,2.60%,24.59%,2.54%,,,,,2.54%,9.91%,5984649000%
6634,Guy,Male,Light,MaleLight,4,Earring,Hoodie,Cigarette,3D Glasses,(blank),(blank),(blank),60%,14.20%,24.59%,2.59%,9.61%,2.86%,,,,2.59%,9.91%,5986158750%
7195,Guy,Male,Light,MaleLight,3,Earring,Peak Spike,Clown Nose,(blank),(blank),(blank),(blank),60%,45.01%,24.59%,3.03%,2.12%,,,,,2.12%,9.91%,5986662000%
3439,Guy,Male,Light,MaleLight,3,Frown,Earring,Cap Forward,(blank),(blank),(blank),(blank),60%,45.01%,2.61%,24.59%,2.54%,,,,,2.54%,9.91%,5986662000%
7334,Guy,Male,Light,MaleLight,5,Shadow Beard,Earring,Bandana,Cigarette,Big Shades,(blank),(blank),60%,1.66%,5.26%,24.59%,4.81%,9.61%,5.35%,,,4.81%,9.92%,5993103600%
3518,Guy,Male,Dark,MaleDark,3,Front Beard Dark,Earring,Hoodie,(blank),(blank),(blank),(blank),60%,45.01%,2.60%,24.59%,2.59%,,,,,2.59%,9.93%,5994714000%
6342,Guy,Male,Mid,MaleMid,3,Earring,Cowboy Hat,Small Shades,(blank),(blank),(blank),(blank),60%,45.01%,24.59%,1.42%,3.78%,,,,,1.42%,9.93%,5996727000%
4047,Guy,Male,Mid,MaleMid,3,Frown,Earring,Hoodie,(blank),(blank),(blank),(blank),60%,45.01%,2.61%,24.59%,2.59%,,,,,2.59%,9.93%,5996727000%
7245,Guy,Male,Light,MaleLight,4,Shadow Beard,Earring,Messy Hair,Regular Shades,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,4.60%,5.27%,,,,4.60%,9.93%,5996727000%
7061,Guy,Male,Light,MaleLight,3,Earring,Police Cap,Pipe,(blank),(blank),(blank),(blank),60%,45.01%,24.59%,2.03%,3.17%,,,,,2.03%,9.93%,5996727000%
7861,Guy,Male,Mid,MaleMid,4,Big Beard,Earring,Headband,Cigarette,(blank),(blank),(blank),60%,14.20%,1.46%,24.59%,4.06%,9.61%,,,,1.46%,9.93%,5996727000%
1484,Guy,Male,Light,MaleLight,3,Handlebars,Earring,Hoodie,(blank),(blank),(blank),(blank),60%,45.01%,2.63%,24.59%,2.59%,,,,,2.59%,9.94%,6000753000%
6705,Guy,Male,Mid,MaleMid,4,Shadow Beard,Earring,Stringy Hair,Regular Shades,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,4.63%,5.27%,,,,4.63%,9.94%,6001256250%
5226,Guy,Male,Light,MaleLight,4,Shadow Beard,Earring,Stringy Hair,Regular Shades,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,4.63%,5.27%,,,,4.63%,9.94%,6001256250%
8699,Guy,Male,Light,MaleLight,4,Mole,Earring,Crazy hair,Eye Patch,(blank),(blank),(blank),60%,14.20%,6.44%,24.59%,4.14%,4.61%,,,,4.14%,9.95%,6005785500%
5707,Guy,Male,Mid,MaleMid,4,Shadow Beard,Earring,Messy Hair,Big Shades,(blank),(blank),(blank),60%,14.20%,5.26%,24.59%,4.60%,5.35%,,,,4.60%,9.95%,6008805000%
3561,Guy,Male,Dark,MaleDark,3,Front Beard,Earring,Cap Forward,(blank),(blank),(blank),(blank),60%,45.01%,2.73%,24.59%,2.54%,,,,,2.54%,9.95%,6010818000%
3080,Guy,Male,Light,MaleLight,3,Front Beard,Earring,Cap Forward,(blank),(blank),(blank),(blank),60%,45.01%,2.73%,24.59%,2.54%,,,,,2.54%,9.95%,6010818000%
5973,Guy,Male,Dark,MaleDark,4,Handlebars,Earring,Shaved Head,Cigarette,(blank),(blank),(blank),60%,14.20%,2.63%,24.59%,3.00%,9.61%,,,,2.63%,9.96%,6013334250%
7470,Guy,Male,Mid,MaleMid,3,Earring,Vampire Hair,Clown Eyes Green,(blank),(blank),(blank),(blank),60%,45.01%,24.59%,1.47%,3.82%,,,,,1.47%,9.96%,6014844000%
4505,Guy,Male,Mid,MaleMid,3,Rosy Cheeks,Earring,Headband,(blank),(blank),(blank),(blank),60%,45.01%,1.28%,24.59%,4.06%,,,,,1.28%,9.98%,6024909000%
9010,Guy,Male,Mid,MaleMid,3,Earring,Police Cap,VR,(blank),(blank),(blank),(blank),60%,45.01%,24.59%,2.03%,3.32%,,,,,2.03%,9.98%,6026922000%
9487,Guy,Male,Light,MaleLight,3,Earring,Police Cap,VR,(blank),(blank),(blank),(blank),60%,45.01%,24.59%,2.03%,3.32%,,,,,2.03%,9.98%,6026922000%
3652,Guy,Male,Dark,MaleDark,3,Chinstrap,Earring,Cap Forward,(blank),(blank),(blank),(blank),60%,45.01%,2.82%,24.59%,2.54%,,,,,2.54%,9.98%,6028935000%
5661,Guy,Male,Mid,MaleMid,3,Chinstrap,Earring,Cap Forward,(blank),(blank),(blank),(blank),60%,45.01%,2.82%,24.59%,2.54%,,,,,2.54%,9.98%,6028935000%
7739,Guy,Male,Mid,MaleMid,4,Gold Chain,Earring,Headband,Cigarette,(blank),(blank),(blank),60%,14.20%,1.69%,24.59%,4.06%,9.61%,,,,1.69%,9.99%,6031451250%
8262,Guy,Male,Dark,MaleDark,3,Smile,Earring,Shaved Head,(blank),(blank),(blank),(blank),60%,45.01%,2.38%,24.59%,3.00%,,,,,2.38%,9.99%,6032961000%
7579,Guy,Male,Mid,MaleMid,3,Smile,Earring,Shaved Head,(blank),(blank),(blank),(blank),60%,45.01%,2.38%,24.59%,3.00%,,,,,2.38%,9.99%,6032961000%
3569,Guy,Male,Light,MaleLight,3,Smile,Earring,Shaved Head,(blank),(blank),(blank),(blank),60%,45.01%,2.38%,24.59%,3.00%,,,,,2.38%,9.99%,6032961000%
6042,Guy,Male,Albino,MaleAlbino,3,Earring,Cap Forward,3D Glasses,(blank),(blank),(blank),(blank),60%,45.01%,24.59%,2.54%,2.86%,,,,,2.54%,10.00%,6036987000%
1008,Guy,Male,Dark,MaleDark,3,Luxurious Beard,Earring,Cap Forward,(blank),(blank),(blank),(blank),60%,45.01%,2.86%,24.59%,2.54%,,,,,2.54%,10.00%,6036987000%
9478,Guy,Male,Light,MaleLight,3,Luxurious Beard,Earring,Cap Forward,(blank),(blank),(blank),(blank),60%,45.01%,2.86%,24.59%,2.54%,,,,,2.54%,10.00%,6036987000%
8244,Guy,Male,Dark,MaleDark,3,Smile,Earring,Peak Spike,(blank),(blank),(blank),(blank),60%,45.01%,2.38%,24.59%,3.03%,,,,,2.38%,10.00%,6039000000%
5128,Guy,Male,Mid,MaleMid,3,Mustache,Earring,Cap Forward,(blank),(blank),(blank),(blank),60%,45.01%,2.88%,24.59%,2.54%,,,,,2.54%,10.00%,6041013000%
8754,Guy,Male,Light,MaleLight,3,Mustache,Earring,Cap Forward,(blank),(blank),(blank),(blank),60%,45.01%,2.88%,24.59%,2.54%,,,,,2.54%,10.00%,6041013000%
1983,Guy,Male,Dark,MaleDark,3,Normal Beard Black,Earring,Cap Forward,(blank),(blank),(blank),(blank),60%,45.01%,2.89%,24.59%,2.54%,,,,,2.54%,10.01%,6043026000%
9879,Guy,Male,Mid,MaleMid,3,Normal Beard Black,Earring,Cap Forward,(blank),(blank),(blank),(blank),60%,45.01%,2.89%,24.59%,2.54%,,,,,2.54%,10.01%,6043026000%
9842,Guy,Male,Light,MaleLight,3,Normal Beard Black,Earring,Cap Forward,(blank),(blank),(blank),(blank),60%,45.01%,2.89%,24.59%,2.54%,,,,,2.54%,10.01%,6043026000%
9139,Guy,Male,Mid,MaleMid,4,Mole,Earring,Mohawk Dark,Nerd Glasses,(blank),(blank),(blank),60%,14.20%,6.44%,24.59%,4.29%,4.72%,,,,4.29%,10.01%,6045039000%
2464,Guy,Male,Mid,MaleMid,3,Luxurious Beard,Earring,Hoodie,(blank),(blank),(blank),(blank),60%,45.01%,2.86%,24.59%,2.59%,,,,,2.59%,10.01%,6047052000%
877,Guy,Male,Light,MaleLight,3,Luxurious Beard,Earring,Hoodie,(blank),(blank),(blank),(blank),60%,45.01%,2.86%,24.59%,2.59%,,,,,2.59%,10.01%,6047052000%
395,Guy,Male,Light,MaleLight,3,Normal Beard,Earring,Cap Forward,(blank),(blank),(blank),(blank),60%,45.01%,2.92%,24.59%,2.54%,,,,,2.54%,10.02%,6049065000%
9697,Guy,Male,Dark,MaleDark,3,Earring,Cap Forward,Eye Mask,(blank),(blank),(blank),(blank),60%,45.01%,24.59%,2.54%,2.93%,,,,,2.54%,10.02%,6051078000%
259,Guy,Male,Light,MaleLight,3,Earring,Cap Forward,Eye Mask,(blank),(blank),(blank),(blank),60%,45.01%,24.59%,2.54%,2.93%,,,,,2.54%,10.02%,6051078000%
4155,Guy,Male,Mid,MaleMid,3,Goat,Earring,Cap Forward,(blank),(blank),(blank),(blank),60%,45.01%,2.95%,24.59%,2.54%,,,,,2.54%,10.03%,6055104000%
965,Guy,Male,Light,MaleLight,3,Earring,Purple Hair,Clown Eyes Blue,(blank),(blank),(blank),(blank),60%,45.01%,24.59%,1.65%,3.84%,,,,,1.65%,10.03%,6055104000%
9871,Girl,Female,Mid,FemaleMid,2,Hot Lipstick,Earring,(blank),(blank),(blank),(blank),(blank),38%,35.60%,6.96%,24.59%,,,,,,6.96%,15.78%,6057600000%
7233,Guy,Male,Albino,MaleAlbino,3,Muttonchops,Earring,Cap Forward,(blank),(blank),(blank),(blank),60%,45.01%,3.03%,24.59%,2.54%,,,,,2.54%,10.05%,6071208000%
8627,Guy,Male,Mid,MaleMid,4,Muttonchops,Earring,Do-rag,Cigarette,(blank),(blank),(blank),60%,14.20%,3.03%,24.59%,3.00%,9.61%,,,,3.00%,10.06%,6073724250%
8671,Guy,Male,Light,MaleLight,4,Muttonchops,Earring,Shaved Head,Cigarette,(blank),(blank),(blank),60%,14.20%,3.03%,24.59%,3.00%,9.61%,,,,3.00%,10.06%,6073724250%
3324,Guy,Male,Dark,MaleDark,3,Big Beard,Earring,Crazy hair,(blank),(blank),(blank),(blank),60%,45.01%,1.46%,24.59%,4.14%,,,,,1.46%,10.06%,6077247000%
3935,Guy,Male,Dark,MaleDark,3,Front Beard Dark,Earring,Shaved Head,(blank),(blank),(blank),(blank),60%,45.01%,2.60%,24.59%,3.00%,,,,,2.60%,10.06%,6077247000%
3956,Guy,Male,Mid,MaleMid,3,Front Beard Dark,Earring,Shaved Head,(blank),(blank),(blank),(blank),60%,45.01%,2.60%,24.59%,3.00%,,,,,2.60%,10.06%,6077247000%
8812,Guy,Male,Dark,MaleDark,3,Frown,Earring,Shaved Head,(blank),(blank),(blank),(blank),60%,45.01%,2.61%,24.59%,3.00%,,,,,2.61%,10.07%,6079260000%
4450,Guy,Male,Mid,MaleMid,3,Frown,Earring,Do-rag,(blank),(blank),(blank),(blank),60%,45.01%,2.61%,24.59%,3.00%,,,,,2.61%,10.07%,6079260000%
6354,Guy,Male,Mid,MaleMid,3,Frown,Earring,Shaved Head,(blank),(blank),(blank),(blank),60%,45.01%,2.61%,24.59%,3.00%,,,,,2.61%,10.07%,6079260000%
2063,Guy,Male,Albino,MaleAlbino,3,Front Beard Dark,Earring,Peak Spike,(blank),(blank),(blank),(blank),60%,45.01%,2.60%,24.59%,3.03%,,,,,2.60%,10.07%,6083286000%
3143,Guy,Male,Dark,MaleDark,3,Handlebars,Earring,Shaved Head,(blank),(blank),(blank),(blank),60%,45.01%,2.63%,24.59%,3.00%,,,,,2.63%,10.07%,6083286000%
7028,Guy,Male,Mid,MaleMid,3,Front Beard Dark,Earring,Peak Spike,(blank),(blank),(blank),(blank),60%,45.01%,2.60%,24.59%,3.03%,,,,,2.60%,10.07%,6083286000%
8611,Guy,Male,Mid,MaleMid,3,Handlebars,Earring,Shaved Head,(blank),(blank),(blank),(blank),60%,45.01%,2.63%,24.59%,3.00%,,,,,2.63%,10.07%,6083286000%
23,Guy,Male,Light,MaleLight,3,Handlebars,Earring,Do-rag,(blank),(blank),(blank),(blank),60%,45.01%,2.63%,24.59%,3.00%,,,,,2.63%,10.07%,6083286000%
5337,Guy,Male,Light,MaleLight,3,Handlebars,Earring,Shaved Head,(blank),(blank),(blank),(blank),60%,45.01%,2.63%,24.59%,3.00%,,,,,2.63%,10.07%,6083286000%
7345,Guy,Male,Dark,MaleDark,3,Frown,Earring,Peak Spike,(blank),(blank),(blank),(blank),60%,45.01%,2.61%,24.59%,3.03%,,,,,2.61%,10.08%,6085299000%
2776,Guy,Male,Mid,MaleMid,3,Spots,Earring,Mohawk,(blank),(blank),(blank),(blank),60%,45.01%,1.24%,24.59%,4.41%,,,,,1.24%,10.08%,6087312000%
4402,Guy,Male,Albino,MaleAlbino,3,Handlebars,Earring,Peak Spike,(blank),(blank),(blank),(blank),60%,45.01%,2.63%,24.59%,3.03%,,,,,2.63%,10.08%,6089325000%
9830,Guy,Male,Dark,MaleDark,3,Handlebars,Earring,Peak Spike,(blank),(blank),(blank),(blank),60%,45.01%,2.63%,24.59%,3.03%,,,,,2.63%,10.08%,6089325000%
3681,Guy,Male,Light,MaleLight,4,Mole,Earring,Headband,Regular Shades,(blank),(blank),(blank),60%,14.20%,6.44%,24.59%,4.06%,5.27%,,,,4.06%,10.09%,6093351000%
7036,Guy,Male,Mid,MaleMid,3,Earring,Fedora,Clown Eyes Blue,(blank),(blank),(blank),(blank),60%,45.01%,24.59%,1.86%,3.84%,,,,,1.86%,10.10%,6097377000%
